tech_id,text,tech_name,top_tech_id,dataset,clean,sanitized
T1059.001,"In this case, Covid.hta contains JavaScript code that will in turn execute a PowerShell script. This PowerShell script loads a DLL into memory that then loads a Cobalt Strike beacon. ",Command and Scripting Interpreter: PowerShell,T1059,manual,"In this case, Covid.hta contains JavaScript code that will in turn execute a PowerShell script. This PowerShell script loads a DLL into memory that then loads a Cobalt Strike beacon. ",False
T1059.001,The webpage contained both CVE-2014-6332 exploit code and a VBScript that invoked PowerShell on the affected users’ system to download the below payload:,Command and Scripting Interpreter: PowerShell,T1059,manual,The webpage contained both cve exploit code and a VBScript that invoked PowerShell on the affected users’ system to download the below payload:,True
T1059.001,"The second named scheduled task, loaded as an XML file to falsify task attributes, ran a JavaScript code block that downloaded and launched a secondary backdoor, delivered as a multi-stage PowerShell script.",Command and Scripting Interpreter: PowerShell,T1059,manual,"The second named scheduled task, loaded as an XML file to falsify task attributes, ran a JavaScript code block that downloaded and launched a secondary backdoor, delivered as a multi-stage PowerShell script.",False
T1059.001,"During that phase, the threat actor operated a fileless PowerShell-based infrastructure, using customized PowerShell payloads taken from known offensive frameworks such as Cobalt Strike, PowerSploit and Nishang.",Command and Scripting Interpreter: PowerShell,T1059,manual,"During that phase, the threat actor operated a fileless PowerShell-based infrastructure, using customized PowerShell payloads taken from known offensive frameworks such as Cobalt Strike, PowerSploit and Nishang.",False
T1059.001,"Obfuscated PowerShell delivering Cobalt Strike Beacon - The contents of the “microsoft.jpg” file is, in fact, an obfuscated PowerShell payload ",Command and Scripting Interpreter: PowerShell,T1059,manual,"Obfuscated PowerShell delivering Cobalt Strike Beacon - The contents of the “file” file is, in fact, an obfuscated PowerShell payload ",True
T1059.001,"At the same time, code embedded within this file also executed a PowerShell command to download and execute a copy of chfeeds.vbe from the C&C server.",Command and Scripting Interpreter: PowerShell,T1059,manual,"At the same time, code embedded within this file also executed a PowerShell command to download and execute a copy of chfeeds.vbe from the C&C server.",False
T1059.001,"This initial foothold allowed HOLMIUM to run their custom PowerShell backdoor (known as POWERTON) directly from an Outlook process and to perform the installation of additional payloads on the endpoint with different persistence mechanisms, such as WMI subscription (T1084) or registry autorun keys (T1060).",Command and Scripting Interpreter: PowerShell,T1059,manual,"This initial foothold allowed HOLMIUM to run their custom PowerShell backdoor (known as POWERTON) directly from an Outlook process and to perform the installation of additional payloads on the endpoint with different persistence mechanisms, such as WMI subscription (mitre-attack) or registry autorun keys (mitre-attack).",True
T1059.001,"Use scripts (e.g., VBScript and PowerShell) to speed up operational tasks, reduce the time required to gain access to critical resources, and bypass process monitoring mechanisms by directly interacting with the operating system (OS) at an Application Programming Interface (API) level instead of calling other programs (Command and Scripting Interpreter: PowerShell [T1059.001], Command and Scripting Interpreter: Visual Basic [T1059.005])",Command and Scripting Interpreter: PowerShell,T1059,manual,"Use scripts (e.g., VBScript and PowerShell) to speed up operational tasks, reduce the time required to gain access to critical resources, and bypass process monitoring mechanisms by directly interacting with the operating system (OS) at an Application Programming Interface (API) level instead of calling other programs (Command and Scripting Interpreter: PowerShell [mitre-attack], Command and Scripting Interpreter: Visual Basic [mitre-attack])",True
T1059.001,"The first signs of compromise were several reverse TCP files and PowerShell commands that executed some base64 compressed code, specific to the Metasploit framework.",Command and Scripting Interpreter: PowerShell,T1059,manual,"The first signs of compromise were several reverse TCP files and PowerShell commands that executed some base64 compressed code, specific to the Metasploit framework.",False
T1059.001,"When opened, they downloaded a malicious VBS file that in turn ran a PowerShell script. ",Command and Scripting Interpreter: PowerShell,T1059,manual,"When opened, they downloaded a malicious VBS file that in turn ran a PowerShell script. ",False
T1059.001,"In the first variation the CVE-2020-10189 exploit was used to directly upload “logger.zip”, a simple Java based program, which contained a set of commands to use PowerShell to download and execute install.bat and storesyncsvc.dll.",Command and Scripting Interpreter: PowerShell,T1059,manual,"In the first variation the cve exploit was used to directly upload “domain”, a simple Java based program, which contained a set of commands to use PowerShell to download and execute file and file.",True
T1059.001,"On multiple occasions, APT41 leveraged the Sticky Keys vulnerability and PowerShell to deploy malware families in victims' environments.",Command and Scripting Interpreter: PowerShell,T1059,manual,"On multiple occasions, APT41 leveraged the Sticky Keys vulnerability and PowerShell to deploy malware families in victims' environments.",False
T1609,The attackers gained initial access via a misconfigured kubelet that allowed anonymous access.,Container Administration Command,T1609,manual,The attackers gained initial access via a misconfigured kubelet that allowed anonymous access.,False
T1609,"In this attack, the attackers exploit a misconfigured Docker API port to run an Ubuntu container with the kinsing malicious malware, which in turn runs a cryptominer and then attempts to spread the malware to other containers and hosts.",Container Administration Command,T1609,manual,"In this attack, the attackers exploit a misconfigured Docker API port to run an Ubuntu container with the kinsing malicious malware, which in turn runs a cryptominer and then attempts to spread the malware to other containers and hosts.",False
T1609,"Peirates, a Kubernetes penetration tool, enables an attacker to escalate privilege and pivot through a Kubernetes cluster",Container Administration Command,T1609,manual,"Peirates, a Kubernetes penetration tool, enables an attacker to escalate privilege and pivot through a Kubernetes cluster",False
T1609,"Siloscape allows two types of instructions, one for kubectl supported commands and one for regular Windows cmd commands.",Container Administration Command,T1609,manual,"Siloscape allows two types of instructions, one for kubectl supported commands and one for regular Windows cmd commands.",False
T1610,The attackers are spawning and deleting a number of containers during this attack.,Deploy Container,T1610,manual,The attackers are spawning and deleting a number of containers during this attack.,False
T1610,"Taking advantage of the unprotected open Docker API port, the attackers are able to instantiate an Ubuntu container with the following entry point:",Deploy Container,T1610,manual,"Taking advantage of the unprotected open Docker API port, the attackers are able to instantiate an Ubuntu container with the following entry point:",False
T1610,"You run Peirates from a container running on Kubernetes or from a Kubernetes node, outside the container.",Deploy Container,T1610,manual,"You run Peirates from a container running on Kubernetes or from a Kubernetes node, outside the container.",False
T1610,TeamTNT’s attacks typically involve the use of malicious Docker images from the Docker Hub in addition to crypto-miners and malicious scripts.,Deploy Container,T1610,manual,TeamTNT’s attacks typically involve the use of malicious Docker images from the Docker Hub in addition to crypto-miners and malicious scripts.,False
T1203,"The “WmiApCom.bat” file is simply used to start “WmiApCom”, which happens to be the exact same file as the one dropped by the malicious Word documents. However, this is most likely meant to be a mechanism to update the compromised host with a new version of the LOWBALL malware.",Exploitation for Client Execution,T1203,manual,"The “file” file is simply used to start “WmiApCom”, which happens to be the exact same file as the one dropped by the malicious Word documents. However, this is most likely meant to be a mechanism to update the compromised host with a new version of the LOWBALL malware.",True
T1203,"Specially-crafted documents, exploiting Office vulnerabilities such as CVE-2017-11882 and CVE-2017-8570, have been leveraged, even in present day campaigns.",Exploitation for Client Execution,T1203,manual,"Specially-crafted documents, exploiting Office vulnerabilities such as cve and cve, have been leveraged, even in present day campaigns.",True
T1203,"Andariel has been quite active these past few months. According to South Korean security researchers IssueMakersLab, the group used an ActiveX zero-day exploit for watering hole attacks on South Korean websites last May—they called this “Operation GoldenAxe”.",Exploitation for Client Execution,T1203,manual,"Andariel has been quite active these past few months. According to South Korean security researchers IssueMakersLab, the group used an ActiveX zero-day exploit for watering hole attacks on South Korean websites last May—they called this “Operation GoldenAxe”.",False
T1203,Same initial delivery method (spear phishing email) with a Microsoft Word Document exploiting CVE-2012-0158.,Exploitation for Client Execution,T1203,manual,Same initial delivery method (spear phishing email) with a Microsoft Word Document exploiting cve.,True
T1203,"Sofacy kicked off the year deploying two 0day in a spearphish document, both a Microsoft Office encapsulated postscript type confusion exploit (abusing CVE-2017-0262) and an escalation of privilege use-after-free exploit (abusing CVE-2017-0263).",Exploitation for Client Execution,T1203,manual,"Sofacy kicked off the year deploying two 0day in a spearphish document, both a Microsoft Office encapsulated postscript type confusion exploit (abusing cve) and an escalation of privilege use-after-free exploit (abusing cve).",True
T1203,"These decoys may be image files, document files, Adobe Flash videos or similar that are presented to the victim during the infection process in an attempt to distract them from the malicious activity.",Exploitation for Client Execution,T1203,manual,"These decoys may be image files, document files, Adobe Flash videos or similar that are presented to the victim during the infection process in an attempt to distract them from the malicious activity.",False
T1203,"Once a target host was profiled, victims downloaded a malicious Adobe Flash Player SWF file and an FLV file, detailed below. ",Exploitation for Client Execution,T1203,manual,"Once a target host was profiled, victims downloaded a malicious Adobe Flash Player SWF file and an FLV file, detailed below. ",False
T1203,"Despite its .doc extension, the document is actually in RTF format (see Figure 1), contains many garbage groups, and is also malformed.",Exploitation for Client Execution,T1203,manual,"Despite its .doc extension, the document is actually in RTF format (see Figure 1), contains many garbage groups, and is also malformed.",False
T1203,"Elfin attempted to exploit a known vulnerability (CVE-2018-20250) in WinRAR, the widely used file archiving and compression utility capable of creating self-extracting archive files.",Exploitation for Client Execution,T1203,manual,"Elfin attempted to exploit a known vulnerability (cve) in WinRAR, the widely used file archiving and compression utility capable of creating self-extracting archive files.",True
T1203,"HOLMIUM has been observed using various vectors for initial access, including spear-phishing email, sometimes carrying archive attachments that exploit the CVE-2018-20250 vulnerability in WinRAR, and password-spraying.",Exploitation for Client Execution,T1203,manual,"HOLMIUM has been observed using various vectors for initial access, including spear-phishing email, sometimes carrying archive attachments that exploit the cve vulnerability in WinRAR, and password-spraying.",True
T1203,The exploitation process consists of three Flash objects. The Flash object that triggers the vulnerability in Adobe Flash Player is located in second SWF delivered to the victim.,Exploitation for Client Execution,T1203,manual,The exploitation process consists of three Flash objects. The Flash object that triggers the vulnerability in Adobe Flash Player is located in second SWF delivered to the victim.,False
T1203,"APT37 has repeatedly deployed exploits, especially in Flash, quickly after vulnerabilities are initially publicized (see Table 1). CVE-2016-4117, CVE2016-1019 and CVE-2015-3043 were all exploited by APT37 in this way",Exploitation for Client Execution,T1203,manual,"APT37 has repeatedly deployed exploits, especially in Flash, quickly after vulnerabilities are initially publicized (see Table 1). cve, CVE2016-1019 and cve were all exploited by APT37 in this way",True
T1203,"In this campaign, the attackers made use of a malicious Microsoft Office document, a deviation from their normal use of Hancom documents. This document exploited a newer vulnerability, CVE-2017-0199.",Exploitation for Client Execution,T1203,manual,"In this campaign, the attackers made use of a malicious Microsoft Office document, a deviation from their normal use of Hancom documents. This document exploited a newer vulnerability, cve.",True
T1203,"The first time Volexity was able to identify malicious code being returned, the attacker was observed using CVE-2020-1380, an exploit for Internet Explorer",Exploitation for Client Execution,T1203,manual,"The first time Volexity was able to identify malicious code being returned, the attacker was observed using cve, an exploit for Internet Explorer",True
T1203,Both APT41 and the actors in the CCleaner incident used TeamViewer during initial compromise.,Exploitation for Client Execution,T1203,manual,Both APT41 and the actors in the CCleaner incident used TeamViewer during initial compromise.,False
T1203,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities CVE-2014-0322  and  CVE-2012-4792 . We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploitation for Client Execution,T1203,manual,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities cve  and  cve . We have also observed them using SQL injection as part of their attacks, and exploits based on  cve  and cve.",True
T1203," The document contains an embedded Adobe Flash exploit, which was recently announced by the Korean Internet Security agency.",Exploitation for Client Execution,T1203,manual," The document contains an embedded Adobe Flash exploit, which was recently announced by the Korean Internet Security agency.",False
T1203,"PLEAD also dabbled with a short-lived, fileless version of their malware when it obtained an exploit for a Flash vulnerability (CVE-2015-5119) that was leaked during the Hacking Team breach.",Exploitation for Client Execution,T1203,manual,"PLEAD also dabbled with a short-lived, fileless version of their malware when it obtained an exploit for a Flash vulnerability (cve) that was leaked during the Hacking Team breach.",True
T1203,"While Symantec did not find the emails themselves, it did identify the use of an exploit designed to take advantage of a vulnerability in Microsoft Office documents (CVE-2014-4114). This was used to distribute malware in addition to the watering hole activity.",Exploitation for Client Execution,T1203,manual,"While Symantec did not find the emails themselves, it did identify the use of an exploit designed to take advantage of a vulnerability in Microsoft Office documents (cve). This was used to distribute malware in addition to the watering hole activity.",True
T1203,"TICK began implementing techniques that exploit vulnerabilities CVE-2018-0802 and CVE-2018-0798 into their new downloaders ABK and BBK. The two referenced vulnerabilities are both categorized as Microsoft Office Memory Corruption Vulnerabilities in MS Equation Editor, which can be exploited for remote code execution (RCE) via stack buffer overflows. ",Exploitation for Client Execution,T1203,manual,"TICK began implementing techniques that exploit vulnerabilities cve and cve into their new downloaders ABK and BBK. The two referenced vulnerabilities are both categorized as Microsoft Office Memory Corruption Vulnerabilities in MS Equation Editor, which can be exploited for remote code execution (RCE) via stack buffer overflows. ",True
T1203,The malicious Microsoft Office documents that trigger download of the dropper are created using the Ancalog and Microsoft Word Intruder (MWI) exploit kits.,Exploitation for Client Execution,T1203,manual,The malicious Microsoft Office documents that trigger download of the dropper are created using the Ancalog and Microsoft Word Intruder (MWI) exploit kits.,False
T1203,The attachment in the email is an RTF document abusing the recently disclosed exploit referred to as CVE-2017-11882 which is capable of leveraging Office 2007 to 2016 to execute code,Exploitation for Client Execution,T1203,manual,The attachment in the email is an RTF document abusing the recently disclosed exploit referred to as cve which is capable of leveraging Office 2007 to 2016 to execute code,True
T1203,"used an exploit for CVE-2017-8759 (patched last September), a code injection/remote code execution vulnerability in Microsoft’s .NET Framework.",Exploitation for Client Execution,T1203,manual,"used an exploit for cve (patched last September), a code injection/remote code execution vulnerability in Microsoft’s .NET Framework.",True
T1203,RTF file containing exploit code for the old vulnerability “CVE-2018-0802” in the Microsoft equation editor (EQNEDT32.exe).,Exploitation for Client Execution,T1203,manual,RTF file containing exploit code for the old vulnerability “cve” in the Microsoft equation editor (file).,True
T1203,"Compared to Patchwork, whose Trojanized documents exploit at least five security flaws, Confucius’ backdoors are delivered through Office files exploiting memory corruption vulnerabilities CVE-2015-1641 and CVE-2017-11882.",Exploitation for Client Execution,T1203,manual,"Compared to Patchwork, whose Trojanized documents exploit at least five security flaws, Confucius’ backdoors are delivered through Office files exploiting memory corruption vulnerabilities cve and cve.",True
T1203,"The DUBNIUM samples are distributed in various ways, one instance was using a zero-day exploit that targets Adobe Flash, in December 2015",Exploitation for Client Execution,T1203,manual,"The DUBNIUM samples are distributed in various ways, one instance was using a zero-day exploit that targets Adobe Flash, in December 2015",False
T1203,The attack consisted of Microsoft Word delivery documents that contained Adobe Flash objects capable of loading additional malicious Flash objects embedded in the file or directly provided by a command and control server.,Exploitation for Client Execution,T1203,manual,The attack consisted of Microsoft Word delivery documents that contained Adobe Flash objects capable of loading additional malicious Flash objects embedded in the file or directly provided by a command and control server.,False
T1203,The attack involved the new HAWKBALL backdoor being delivered via well-known Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802.,Exploitation for Client Execution,T1203,manual,The attack involved the new HAWKBALL backdoor being delivered via well-known Microsoft Office vulnerabilities cve and cve.,True
T1106,Executes downloaded file with parameters specified using CreateProcessAsUser,Native API,T1106,manual,Executes downloaded file with parameters specified using CreateProcessAsUser,False
T1106,"It builds Library and API names by populating string
arrays using hardcoded bytes. (String construction
is done 1 byte at a time.) This technique is used for
constructing all strings in the shellcode, including the
control server information",Native API,T1106,manual,"It builds Library and API names by populating string
arrays using hardcoded bytes. (String construction
is done 1 byte at a time.) This technique is used for
constructing all strings in the shellcode, including the
control server information",False
T1106,"The second-stage implant is executed using the
CreateProcessA() API.
The decoy document is opened using the
ShellExecuteA() with the “open” verb.",Native API,T1106,manual,"The second-stage implant is executed using the
CreateProcessA() API.
The decoy document is opened using the
ShellExecuteA() with the “open” verb.",False
T1106,"This implant starts by building its imports via dynamic
API resolution: LoadLibrary()/GetProcAddress(). ",Native API,T1106,manual,"This implant starts by building its imports via dynamic
API resolution: LoadLibrary()/GetProcAddress(). ",False
T1106,"Using LoadLibrary()/GetProcAddress() to now resolve
the libraries and APIs using the constructed name
arrays.
",Native API,T1106,manual,"Using LoadLibrary()/GetProcAddress() to now resolve
the libraries and APIs using the constructed name
arrays.
",False
T1106,"The PowerShell script loads a .NET executable to retrieve the address of AmsiScanBuffer. Then, it calls VirtualProtect to allow writing at the retrieved address.",Native API,T1106,manual,"The PowerShell script loads a .NET executable to retrieve the address of AmsiScanBuffer. Then, it calls VirtualProtect to allow writing at the retrieved address.",False
T1106,The second stage payload is shellcode that is embedded as a base64 encoded string array inside the macro that is decoded by using CryptStringToBinaryW,Native API,T1106,manual,The second stage payload is shellcode that is embedded as a base64 encoded string array inside the macro that is decoded by using CryptStringToBinaryW,False
T1106,"Dynamically, and through the Windows APIs NtCreateFile and NtWriteFile, the LNK is written in the startup folder.",Native API,T1106,manual,"Dynamically, and through the Windows APIs NtCreateFile and NtWriteFile, the LNK is written in the startup folder.",False
T1106,"In this case, we observed how, through the use of the Windows API ObtainUserAgentString, the attacker obtained the User-Agent and used the value to connect to the command and control server:",Native API,T1106,manual,"In this case, we observed how, through the use of the Windows API ObtainUserAgentString, the attacker obtained the User-Agent and used the value to connect to the command and control server:",False
T1106,GetModuleFileName -> lstrcat -> CreateFile -> ReadFile,Native API,T1106,manual,GetModuleFileName -> lstrcat -> CreateFile -> ReadFile,False
T1106,"Gamaredon group malware uses CreateProcess to launch additional components, for example to execute payloads received from its C&C servers.",Native API,T1106,manual,"Gamaredon group malware uses CreateProcess to launch additional components, for example to execute payloads received from its C&C servers.",False
T1106,"Group123 uses a well-known technique that harnesses VirtualAllocEx(), WriteProcessMemory() and CreateRemoteThread() Windows API calls.",Native API,T1106,manual,"Group123 uses a well-known technique that harnesses VirtualAllocEx(), WriteProcessMemory() and CreateRemoteThread() Windows API calls.",False
T1106,The R payload will create a process using the supplied path using the CreateProcessA API function.,Native API,T1106,manual,The R payload will create a process using the supplied path using the CreateProcessA API function.,False
T1106,"How this web shell is invisible is very interesting. We found that this web shell uses three uncommon
Windows APIs — HttpInitialize, HttpCreateHttpHandle, and HttpAddUrl — to achieve its goal.",Native API,T1106,manual,"How this web shell is invisible is very interesting. We found that this web shell uses three uncommon
Windows APIs — HttpInitialize, HttpCreateHttpHandle, and HttpAddUrl — to achieve its goal.",False
T1106,Use the Windows API to execute arbitrary code on the victim's system,Native API,T1106,manual,Use the Windows API to execute arbitrary code on the victim's system,False
T1106,"After executing, the dropper connects to the C&C using a GET request, sends the generated victim ID, downloads the payloads and executes them using the CreateProcess function.",Native API,T1106,manual,"After executing, the dropper connects to the C&C using a GET request, sends the generated victim ID, downloads the payloads and executes them using the CreateProcess function.",False
T1106,"The malware decrypts a block of data and saves it as a binary file with the hardcoded name “mss.exe” in a Windows temporary location, and later executes it using the CreateProcessAsUserA function",Native API,T1106,manual,"The malware decrypts a block of data and saves it as a binary file with the hardcoded name “file” in a Windows temporary location, and later executes it using the CreateProcessAsUserA function",True
T1106,Malware allocates virtual areas of size 0x1C20 using the VirtualAllocEx API.,Native API,T1106,manual,Malware allocates virtual areas of size 0x1C20 using the VirtualAllocEx API.,False
T1106,"The versions of Outlook 2002-2013 store passwords in an encrypted
form in the registry when the ""Save Password"" option is used at login, and encrypted passwords
can be descrambled to the ""CryptUnprotectData"" window API.
",Native API,T1106,manual,"The versions of Outlook 2002-2013 store passwords in an encrypted
form in the registry when the ""Save Password"" option is used at login, and encrypted passwords
can be descrambled to the ""CryptUnprotectData"" window API.
",False
T1106,"If a specific process exists in the list of running processes, Rapid Ransomware uses the
TerminateProcess API to force an end to that process to prevent the files involved from not
being encrypted. ",Native API,T1106,manual,"If a specific process exists in the list of running processes, Rapid Ransomware uses the
TerminateProcess API to force an end to that process to prevent the files involved from not
being encrypted. ",False
T1106,"BlackTech often abuses legitimate software tools and processes to achieve its goals, using  stolen digital certificates and API hooking among other techniques.",Native API,T1106,manual,"BlackTech often abuses legitimate software tools and processes to achieve its goals, using  stolen digital certificates and API hooking among other techniques.",False
T1106,"we found that instead of calling the OpenProcess API, the malware instead invoked
OpenProcess via Dumpert.",Native API,T1106,manual,"we found that instead of calling the OpenProcess API, the malware instead invoked
OpenProcess via Dumpert.",False
T1106,"It creates a new thread that calls the native API, NtQueryObject() to retrieve information about the object.",Native API,T1106,manual,"It creates a new thread that calls the native API, NtQueryObject() to retrieve information about the object.",False
T1106,The worker thread sends the message ID along with the command buffer to the message queue using PostThreadMessageW() API.,Native API,T1106,manual,The worker thread sends the message ID along with the command buffer to the message queue using PostThreadMessageW() API.,False
T1106,"Once a message is posted to the dispatch thread by the worker thread, it is retrieved using the GetMessageW() API. This message will be dispatched to the appropriate command handler based on the ID of the message as detailed below.",Native API,T1106,manual,"Once a message is posted to the dispatch thread by the worker thread, it is retrieved using the GetMessageW() API. This message will be dispatched to the appropriate command handler based on the ID of the message as detailed below.",False
T1106,"After performing the additional process, it executes credbiz.exe by calling CreateProcessW",Native API,T1106,manual,"After performing the additional process, it executes file by calling CreateProcessW",True
T1106,The payload is then commonly executed using the WinExec application programming interface (API). ,Native API,T1106,manual,The payload is then commonly executed using the WinExec application programming interface (API). ,False
T1106,"This iteration of PlugX does standard API hashing, but only to resolve the address of the functions GetProcAddress as well as LoadLibrary. ",Native API,T1106,manual,"This iteration of PlugX does standard API hashing, but only to resolve the address of the functions GetProcAddress as well as LoadLibrary. ",False
T1106,"This command was the first command that I enumerated and first obtains the SeShutdownPrivilege before calling ExitWindowsEx to perform a variety of tasks, based on the data segment(It is treated as a flag) of the Gh0stRAT protocol.",Native API,T1106,manual,"This command was the first command that I enumerated and first obtains the SeShutdownPrivilege before calling ExitWindowsEx to perform a variety of tasks, based on the data segment(It is treated as a flag) of the Gh0stRAT protocol.",False
T1106,Uses InterlockedExchange to activate/deactivate the sample.,Native API,T1106,manual,Uses InterlockedExchange to activate/deactivate the sample.,False
T1106,start process using CreateProcess,Native API,T1106,manual,start process using CreateProcess,False
T1106,Restarts the victim system through a call to the Windows API ExitWindowsEx,Native API,T1106,manual,Restarts the victim system through a call to the Windows API ExitWindowsEx,False
T1106,"Also of interest was the fact that all of the samples would attempt to detect whether or not the victim was using a Japanese
keyboard via a call to the Windows API “GetKeyboardType” and report that fact back to the attacker.",Native API,T1106,manual,"Also of interest was the fact that all of the samples would attempt to detect whether or not the victim was using a Japanese
keyboard via a call to the Windows API “GetKeyboardType” and report that fact back to the attacker.",False
T1106,The user test was performed by utilizing the NetUserAdd and NetUserDel Windows APIs;,Native API,T1106,manual,The user test was performed by utilizing the NetUserAdd and NetUserDel Windows APIs;,False
T1106,Execute a PE with CreateProcessW,Native API,T1106,manual,Execute a PE with CreateProcessW,False
T1106,Download an EXE and execute it via CreateProcess API,Native API,T1106,manual,Download an EXE and execute it via CreateProcess API,False
T1106,Download an EXE and inject it into a new process using process hollowing,Native API,T1106,manual,Download an EXE and inject it into a new process using process hollowing,False
T1106,"download and write file, run with ShellExecute, inject into process if writing to file fails",Native API,T1106,manual,"download and write file, run with ShellExecute, inject into process if writing to file fails",False
T1106,The dropper loads CreateProcessA via a call to GetProcAddress.,Native API,T1106,manual,The dropper loads CreateProcessA via a call to GetProcAddress.,False
T1106,"A couple of features play a direct role in this malware’s ability to evade detection and thwart analysis: its use of a dynamic Windows function hashing algorithm to map necessary API components, and an “on-demand” scheme for decrypting needed data and freeing allocated heap space when used.",Native API,T1106,manual,"A couple of features play a direct role in this malware’s ability to evade detection and thwart analysis: its use of a dynamic Windows function hashing algorithm to map necessary API components, and an “on-demand” scheme for decrypting needed data and freeing allocated heap space when used.",False
T1106,"As seen in the screenshot above, data is passed into a decryption function before being used in a call to GetModuleHandleA.",Native API,T1106,manual,"As seen in the screenshot above, data is passed into a decryption function before being used in a call to GetModuleHandleA.",False
T1106,"The RTM malware also looks for banking URL patterns in IE’s browsing history and in
the opened tabs. For the history, it browses using the functions FindNextUrlCacheEntryA
and FindFirstUrlCacheEntryA and for each entry, it checks to see if the URL matches one
of the patterns shown in Table 5.",Native API,T1106,manual,"The RTM malware also looks for banking URL patterns in IE’s browsing history and in
the opened tabs. For the history, it browses using the functions FindNextUrlCacheEntryA
and FindFirstUrlCacheEntryA and for each entry, it checks to see if the URL matches one
of the patterns shown in Table 5.",False
T1106,Use the powershell command to execute a command with PowerShell on the compromised host. Use the powerpick command to execute PowerShell cmdlets without powershell.exe.        ,Native API,T1106,manual,Use the powershell command to execute a command with PowerShell on the compromised host. Use the powerpick command to execute PowerShell cmdlets without file.        ,True
