tech_id,text,tech_name,top_tech_id,dataset,ioc,ioc_value
T1203,"APT37 has repeatedly deployed exploits, especially in Flash, quickly after vulnerabilities are initially publicized (see Table 1). CVE-2016-4117, CVE2016-1019 and CVE-2015-3043 were all exploited by APT37 in this way",Exploitation for Client Execution,T1203,manual,cve,CVE-2016-4117
T1203,"APT37 has repeatedly deployed exploits, especially in Flash, quickly after vulnerabilities are initially publicized (see Table 1). CVE-2016-4117, CVE2016-1019 and CVE-2015-3043 were all exploited by APT37 in this way",Exploitation for Client Execution,T1203,manual,cve,CVE-2015-3043
T1203,"In this campaign, the attackers made use of a malicious Microsoft Office document, a deviation from their normal use of Hancom documents. This document exploited a newer vulnerability, CVE-2017-0199.",Exploitation for Client Execution,T1203,manual,cve,CVE-2017-0199
T1203,"The first time Volexity was able to identify malicious code being returned, the attacker was observed using CVE-2020-1380, an exploit for Internet Explorer",Exploitation for Client Execution,T1203,manual,cve,CVE-2020-1380
T1203,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities CVE-2014-0322  and  CVE-2012-4792 . We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploitation for Client Execution,T1203,manual,cve,CVE-2012-4792
T1203,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities CVE-2014-0322  and  CVE-2012-4792 . We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploitation for Client Execution,T1203,manual,cve,CVE-2013-3893
T1203,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities CVE-2014-0322  and  CVE-2012-4792 . We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploitation for Client Execution,T1203,manual,cve,CVE-2012-1889
T1203,"The group is associated with the initial attack campaigns utilising exploits for the following vulnerabilities CVE-2014-0322  and  CVE-2012-4792 . We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploitation for Client Execution,T1203,manual,cve,CVE-2014-0322
T1203,"PLEAD also dabbled with a short-lived, fileless version of their malware when it obtained an exploit for a Flash vulnerability (CVE-2015-5119) that was leaked during the Hacking Team breach.",Exploitation for Client Execution,T1203,manual,cve,CVE-2015-5119
T1203,"While Symantec did not find the emails themselves, it did identify the use of an exploit designed to take advantage of a vulnerability in Microsoft Office documents (CVE-2014-4114). This was used to distribute malware in addition to the watering hole activity.",Exploitation for Client Execution,T1203,manual,cve,CVE-2014-4114
T1203,"TICK began implementing techniques that exploit vulnerabilities CVE-2018-0802 and CVE-2018-0798 into their new downloaders ABK and BBK. The two referenced vulnerabilities are both categorized as Microsoft Office Memory Corruption Vulnerabilities in MS Equation Editor, which can be exploited for remote code execution (RCE) via stack buffer overflows. ",Exploitation for Client Execution,T1203,manual,cve,CVE-2018-0798
T1203,"TICK began implementing techniques that exploit vulnerabilities CVE-2018-0802 and CVE-2018-0798 into their new downloaders ABK and BBK. The two referenced vulnerabilities are both categorized as Microsoft Office Memory Corruption Vulnerabilities in MS Equation Editor, which can be exploited for remote code execution (RCE) via stack buffer overflows. ",Exploitation for Client Execution,T1203,manual,cve,CVE-2018-0802
T1203,The attachment in the email is an RTF document abusing the recently disclosed exploit referred to as CVE-2017-11882 which is capable of leveraging Office 2007 to 2016 to execute code,Exploitation for Client Execution,T1203,manual,cve,CVE-2017-11882
T1203,"used an exploit for CVE-2017-8759 (patched last September), a code injection/remote code execution vulnerability in Microsoft’s .NET Framework.",Exploitation for Client Execution,T1203,manual,cve,CVE-2017-8759
T1203,RTF file containing exploit code for the old vulnerability “CVE-2018-0802” in the Microsoft equation editor (EQNEDT32.exe).,Exploitation for Client Execution,T1203,manual,cve,CVE-2018-0802
T1203,RTF file containing exploit code for the old vulnerability “CVE-2018-0802” in the Microsoft equation editor (EQNEDT32.exe).,Exploitation for Client Execution,T1203,manual,file,EQNEDT32.exe
T1203,"Compared to Patchwork, whose Trojanized documents exploit at least five security flaws, Confucius’ backdoors are delivered through Office files exploiting memory corruption vulnerabilities CVE-2015-1641 and CVE-2017-11882.",Exploitation for Client Execution,T1203,manual,cve,CVE-2017-11882
T1203,"Compared to Patchwork, whose Trojanized documents exploit at least five security flaws, Confucius’ backdoors are delivered through Office files exploiting memory corruption vulnerabilities CVE-2015-1641 and CVE-2017-11882.",Exploitation for Client Execution,T1203,manual,cve,CVE-2015-1641
T1203,The attack involved the new HAWKBALL backdoor being delivered via well-known Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802.,Exploitation for Client Execution,T1203,manual,cve,CVE-2017-11882
T1203,The attack involved the new HAWKBALL backdoor being delivered via well-known Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802.,Exploitation for Client Execution,T1203,manual,cve,CVE-2018-0802
T1106,"The malware decrypts a block of data and saves it as a binary file with the hardcoded name “mss.exe” in a Windows temporary location, and later executes it using the CreateProcessAsUserA function",Native API,T1106,manual,file,mss.exe
T1106,"After performing the additional process, it executes credbiz.exe by calling CreateProcessW",Native API,T1106,manual,file,credbiz.exe
T1106,Use the powershell command to execute a command with PowerShell on the compromised host. Use the powerpick command to execute PowerShell cmdlets without powershell.exe.        ,Native API,T1106,manual,file,powershell.exe
T1106,"Finally, the PowerShell script executes the malware, opens draft.docx, and deletes all previous artifacts from the Public folder.",Native API,T1106,manual,file,draft.docx
T1106,"Then, based on the OS version, it creates a Notepad.exe process and allocates memory within its address space using VirtualAlloc. It then writes the shellcode into the allocated memory using WriteProcessMemory. At the end it calls CreateRemoteThread to execute the shellcode within the address space of Notepad.exe.",Native API,T1106,manual,file,Notepad.exe
T1106,"As Figure 34 depicts, this command line is then executed via the CreateProcessA API that, in a legitimate
run of setupSNK.exe, opens a benign Wizard Dialog DLL.",Native API,T1106,manual,file,setupSNK.exe
T1106,First it creates a svchost.exe child process suspended with the CreateProcessW function,Native API,T1106,manual,file,svchost.exe
T1106,"They use this trick for a couple of other API such as CreateThread(), CreatePipe(), PeekNamedPipe(), CreateProcessA(), CreateToolhelp32Snapshot(), ReadFile(), WriteFile() and, finally, the string ""cmd.exe.""",Native API,T1106,manual,file,cmd.exe
T1106,"The Powershell script (y.ps1), uses DllImport function to import URLDownloadToFile from urlmon.dll and WinExec from kernel32.dll.",Native API,T1106,manual,file,urlmon.dll
T1106,"The Powershell script (y.ps1), uses DllImport function to import URLDownloadToFile from urlmon.dll and WinExec from kernel32.dll.",Native API,T1106,manual,file,kernel32.dll
T1106,This UAC bypass starts by executing wusa.exe using ShellExecuteExw and gets its access token using NtOpenProcessToken. Then the access token of wusa.exe is duplicated using NtDuplicatetoken.,Native API,T1106,manual,file,wusa.exe
T1106,"To achieve this, the actor has used Parent PID Spoofing technique to spawn a new cmd process using CreateProcessW and handle of Taskmgr.exe which is an auto elevated process is assigned as its parent process using UpdateProcThreadAttribute.",Native API,T1106,manual,file,Taskmgr.exe
T1106,"On execution, the observed sample (MD5: 13794d1d8e87c69119237256ef068043) tries to create a child process named svchost.exe (using the svchost.exe file from the System32 folder) using the CreateProcessW API function in suspended mode.",Native API,T1106,manual,hash,13794d1d8e87c69119237256ef068043
T1106,"On execution, the observed sample (MD5: 13794d1d8e87c69119237256ef068043) tries to create a child process named svchost.exe (using the svchost.exe file from the System32 folder) using the CreateProcessW API function in suspended mode.",Native API,T1106,manual,file,svchost.exe
T1106,The malware then resolves three lower level API functions by walking the ntdll.dll module.,Native API,T1106,manual,file,ntdll.dll
T1106,"DllMain of the dropped payload determines if the string WORD.EXE is present in the sample’s command line. If the string is not present, the malware exits. If the string is present, the malware executes the command RunDll32.exe < C:\Users\ADMINI~1\AppData\Roaming\Microsoft\Word\STARTUP\hh14980443.wll, DllEntry> using the WinExec() function.",Native API,T1106,manual,path,C:\Users\ADMINI~1\AppData\Roaming\Microsoft\Word\STARTUP\hh14980443.wll
T1106,"DllMain of the dropped payload determines if the string WORD.EXE is present in the sample’s command line. If the string is not present, the malware exits. If the string is present, the malware executes the command RunDll32.exe < C:\Users\ADMINI~1\AppData\Roaming\Microsoft\Word\STARTUP\hh14980443.wll, DllEntry> using the WinExec() function.",Native API,T1106,manual,file,RunDll32.exe
T1106,"DllMain of the dropped payload determines if the string WORD.EXE is present in the sample’s command line. If the string is not present, the malware exits. If the string is present, the malware executes the command RunDll32.exe < C:\Users\ADMINI~1\AppData\Roaming\Microsoft\Word\STARTUP\hh14980443.wll, DllEntry> using the WinExec() function.",Native API,T1106,manual,path,C:\Users\ADMINI
T1106,"Searching for a sandbox environment, the malware tests the module file name to see if it is less than 5 characters long or if it contains any of the four strings ‘klavme’, ‘myapp’, ‘TESTAPP’ or ‘afyjevmv.exe’. ",Native API,T1106,manual,file,afyjevmv.exe
T1106,Execute this shellcode in Notepad.exe using `CreateRemoteThread` and pass the pointer to the 12-byte structure shown above.,Native API,T1106,manual,file,Notepad.exe
T1106,"The malware will kill the process with the function “TerminateProcess” that it gets from the EAT (Export Address Table) of the module “kernel32.dll” to increase obfuscation, comparing the name with a custom hash taken from the name in high caps.",Native API,T1106,manual,file,kernel32.dll
T1106,"To successfully perform reflective injection, it first locates the API addresses of the functions it needs from kernell32.dll",Native API,T1106,manual,file,kernell32.dll
T1106,"Further, by adding or using the CreatePipe application program interface (API), BBK can add a sub-process for execution via cmd.exe.",Native API,T1106,manual,file,cmd.exe
T1106,"The purpose of the shellcode is to dynamically resolve the imports as well as to fix the
destroyed PE sections on the fly. The first step is to resolve kernel32.dll in order to import
GetProcAddress() and LoadLibrary() and through them dynamically resolve the rest of the
imported APIs",Native API,T1106,manual,file,kernel32.dll
T1106,"The malware calls User32.dll's GetKeyboardLayoutList function, inspects the keyboard identifier, and returns true if the result ends in a value between \x18 thru \x44 inclusive.",Native API,T1106,manual,file,User32.dll
T1106," If it identifies a match, REvil attempts to terminate the running process using the kernel32.dll TerminateProcess function.",Native API,T1106,manual,file,kernel32.dll
T1106,"Once extracted, setup.exe is executed without arguments. Its sole purpose is to load setup.dll using LoadLibraryA. ",Native API,T1106,manual,file,setup.exe
T1106,"Once extracted, setup.exe is executed without arguments. Its sole purpose is to load setup.dll using LoadLibraryA. ",Native API,T1106,manual,file,setup.dll
T1106,"For example, instead of calling CreateFile, Siloscape calls NtCreateFile. Instead of calling NtCreateFile directly, Siloscape calls it dynamically, meaning it searches for the function name in ntdll.dll at runtime and jumps to its address.",Native API,T1106,manual,file,ntdll.dll
T1106,"To destroy the volume, it uses the native command “vssadmin.exe” with “ShellExecuteW.”",Native API,T1106,manual,file,vssadmin.exe
T1106,Any other command that doesn’t fit the above patterns will be forwarded and processed as an argument to ‘cmd.exe /c’ and run via the ‘ShellExecuteW’ API. ,Native API,T1106,manual,file,cmd.exe
T1106,It calls cmd.exe to execute the generated bat file using CreateProcessW.,Native API,T1106,manual,file,cmd.exe
T1106,"However, the operating system provides a mechanism to disable the file system redirection using Wow64DisableWow64FsRedirection API. So Warzone uses the Wow64DisableWow64FsRedirection API to disable the file system redirection to access the sdclt.exe that resides in the system32 directory",Native API,T1106,manual,file,sdclt.exe
T1106,"In our analysis and testing, the WinRM Scripting API that is called by the legitimate Windows VBS scripts “C:\Windows\System32\winrm.vbs” or “C:\Windows\SysWOW64\winrm.vbs”, are able to trigger the persistence mechanism smoothly.",Native API,T1106,manual,path,C:\Windows\System32\winrm.vbs
T1106,"In our analysis and testing, the WinRM Scripting API that is called by the legitimate Windows VBS scripts “C:\Windows\System32\winrm.vbs” or “C:\Windows\SysWOW64\winrm.vbs”, are able to trigger the persistence mechanism smoothly.",Native API,T1106,manual,path,C:\Windows\SysWOW64\winrm.vbs
T1106,"Once all checks have been passed, the second stage of the loader will extract the SaintBot binary from its resources and decrypt it. From there, it begins loading in different API calls, including VirtualAllocEx, WriteProcessMemory, CreateProcessA and SetThreadContext. These calls are used to spawn MSBuild.exe in a suspended state before injecting the decrypted SaintBot binary into it, modifying the thread context to point to the malicious entry point and resuming the process.",Native API,T1106,manual,file,MSBuild.exe
T1106,"It saves the malicious files under %TEMP% or %ProgramFiles%. AZORult checks the extension of downloaded files and if it finds “.exe”, it runs them via CreateProcessW() as shown in Figure 10. Otherwise, it calls ShellExecuteW(). During our investigation, we found hXXp://cindysonam[.]org/putty[.]exe.",Native API,T1106,manual,url,http://cindysonam.org/putty.exe.
T1106,"It saves the malicious files under %TEMP% or %ProgramFiles%. AZORult checks the extension of downloaded files and if it finds “.exe”, it runs them via CreateProcessW() as shown in Figure 10. Otherwise, it calls ShellExecuteW(). During our investigation, we found hXXp://cindysonam[.]org/putty[.]exe.",Native API,T1106,manual,domain,cindysonam.org
T1106,"The dropped ScreenCap uses the well-known chain of WINAPI function exported by Gdiplus.dll (GdiplusStartup, CreateDCW, CreateDIBSection, BitBlt, GdipSaveImageToFile, etc.) for screen capturing.",Native API,T1106,manual,file,Gdiplus.dll
T1106,"After obtaining the payload and the PSDLLINFO structure, it maps them into the newly created logagent.exe (using VirtualAllocEx/WriteProcessMemory).",Native API,T1106,manual,file,logagent.exe
T1106,"During the injection, a “Bka.exe” process is created, and using VirtualAllocEx, WriteProcessMemory and CreateRemoteThread, the process is forced to load the DLL component.",Native API,T1106,manual,file,Bka.exe
T1197,"In the second variation, FireEye observed APT41 leverage the Microsoft BITSAdmin command-line tool to download install.bat",BITS Jobs,T1197,manual,file,install.bat
T1197,"It should be noted that in very early versions of the loader binaries (2342C736572AB7448EF8DA2540CDBF0BAE72625E41DAB8FFF58866413854CA5C), the developers were using the Windows BITS functionality in order to download the backdoor. ",BITS Jobs,T1197,manual,hash,2342c736572ab7448ef8da2540cdbf0bae72625e41dab8fff58866413854ca5c
T1197,"It should be noted that in very early versions of the loader binaries (2342C736572AB7448EF8DA2540CDBF0BAE72625E41DAB8FFF58866413854CA5C), the developers were using the Windows BITS functionality in order to download the backdoor. ",BITS Jobs,T1197,manual,hash,2342C736572AB7448EF8DA2540CDBF0BAE72625E41DAB8FFF58866413854CA5C
T1197,"The backdoor installer will drop a normal sidebar.exe file (a Windows Gadget tool, a feature already discontinued by Windows), a malicious loader (in ""C:\ProgramData\Apple\Update\wab32res.dll""), and an encrypted configuration file. UserInstall.exe will abuse the BITSadmin command-line tool to create a job and launch sidebar.exe.",BITS Jobs,T1197,manual,path,C:\ProgramData\Apple\Update\wab32res.dll
T1197,"The backdoor installer will drop a normal sidebar.exe file (a Windows Gadget tool, a feature already discontinued by Windows), a malicious loader (in ""C:\ProgramData\Apple\Update\wab32res.dll""), and an encrypted configuration file. UserInstall.exe will abuse the BITSadmin command-line tool to create a job and launch sidebar.exe.",BITS Jobs,T1197,manual,file,sidebar.exe
T1197,"The backdoor installer will drop a normal sidebar.exe file (a Windows Gadget tool, a feature already discontinued by Windows), a malicious loader (in ""C:\ProgramData\Apple\Update\wab32res.dll""), and an encrypted configuration file. UserInstall.exe will abuse the BITSadmin command-line tool to create a job and launch sidebar.exe.",BITS Jobs,T1197,manual,file,wab32res.dll
T1197,"The backdoor installer will drop a normal sidebar.exe file (a Windows Gadget tool, a feature already discontinued by Windows), a malicious loader (in ""C:\ProgramData\Apple\Update\wab32res.dll""), and an encrypted configuration file. UserInstall.exe will abuse the BITSadmin command-line tool to create a job and launch sidebar.exe.",BITS Jobs,T1197,manual,file,UserInstall.exe
T1197,"Egregor downloads custom dynamic link libraries (b.dll, q.dll, etc) using bitsadmin and execute them on victim’s systems to encrypt data.",BITS Jobs,T1197,manual,file,b.dll
T1197,"Egregor downloads custom dynamic link libraries (b.dll, q.dll, etc) using bitsadmin and execute them on victim’s systems to encrypt data.",BITS Jobs,T1197,manual,file,q.dll
T1197,Use of bitsadmin.exe to download additional tools.,BITS Jobs,T1197,manual,file,bitsadmin.exe
T1197,"However, instead of a direct HTTP download using an MSXML DOM object, this version writes the following contents to Winmgt_Drive.bat, which is executed by a third scheduled task created by the “setup” BAT file.",BITS Jobs,T1197,manual,file,Winmgt_Drive.bat
T1197,"Bitsadmin.exe is a command-line tool user can create and monitor BITS jobs. The tool provides the option, /SetNotifyCmdLine which executes a program when the job finishes transferring data or is in error.",BITS Jobs,T1197,manual,file,Bitsadmin.exe
T1547,The backdoor establishes persistence by setting the HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load registry key to point to its executable. This method is less common than Run or RunOnce keys but achieves its ultimate goal: the program listed in the Load registry value runs when any user logs on.,Boot or Logon Autostart Execution,T1547,manual,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load
T1037,Installs an “init.d” startup script to “/etc/init.d/netdns” and a systemd service script to “/usr/lib/systemd/system/netdns.service”; the modified time is also changed for these files in the same way,Boot or Logon Initialization Scripts,T1037,manual,path,/etc/init.d
T1176,"In the case of this Crossrider variant, the configuration profile that is installed forces both Safari and Chrome to always open to a page on chumsearch[dot]com. This also prevents the user from changing that behavior in the browser’s settings.",Browser Extensions,T1176,manual,domain,chumsearch.com
T1136,"The attackers used the Windows Management Instrumentation Command Line Utility (wmic.exe) to execute commands on remote computers, such as adding a new user or executing additional downloaded PowerShell scripts",Create Account,T1136,manual,file,wmic.exe
T1140,Then the malware decrypts a C2 address and sends a POST request to 51[.]15[.]196[.]30/1/index.php with the encrypted victim’s ID.,Deobfuscate or Decode Files or Information,T1140,manual,url,51.15.196.30/1/index.php
T1140,Then the malware decrypts a C2 address and sends a POST request to 51[.]15[.]196[.]30/1/index.php with the encrypted victim’s ID.,Deobfuscate or Decode Files or Information,T1140,manual,ip-address,51.15.196.30/1
T1140,Then the malware decrypts a C2 address and sends a POST request to 51[.]15[.]196[.]30/1/index.php with the encrypted victim’s ID.,Deobfuscate or Decode Files or Information,T1140,manual,ip-address,51.15.196.30
T1140,"The external template document contains a VBA code that runs automatically, decrypts the embedded data from the original lure document, and drops the decoded data into two files in the local user folder: fmx.ps1 (the next stage PowerShell) and sdmc.jpg (base64 encoded PowerShell code).",Deobfuscate or Decode Files or Information,T1140,manual,file,sdmc.jpg
T1480,KM.FileSystem.dll starts by checking for presence of KM.EkeyAlmaz1C.dll (a benign DLL). This check is presumably meant as an anti-sandbox technique that would keep this downloader from executing unless it’s in the same directory as the other packaged components.,Execution Guardrails,T1480,manual,file,KM.FileSystem.dll
T1480,KM.FileSystem.dll starts by checking for presence of KM.EkeyAlmaz1C.dll (a benign DLL). This check is presumably meant as an anti-sandbox technique that would keep this downloader from executing unless it’s in the same directory as the other packaged components.,Execution Guardrails,T1480,manual,file,KM.EkeyAlmaz1C.dll
T1480,"Upon execution, the export function first ensures the NativeZone DLL %AppData%\Microsoft\NativeCache\NativeCacheSvc.dll is present on the system (else it terminates). ",Execution Guardrails,T1480,manual,file,NativeCacheSvc.dll
T1059,Empire implements the ability to run PowerShell agents without needing powershell.exe.,Command and Scripting Interpreter,T1059,manual,file,powershell.exe
T1059,"Their development of a payload obfuscation style using the Windows command interpreter's (cmd.exe) native string substitution was so unique that FireEye dubbed it ""FINcoding.""",Command and Scripting Interpreter,T1059,manual,file,cmd.exe
T1059,"WINERACK is backdoor whose primary features include user and host information gathering, process creation and termination, filesystem and registry manipulation, as well as the creation of a reverse shell that utilizes statically-linked Wine cmd.exe code to emulate Windows command prompt commands.",Command and Scripting Interpreter,T1059,manual,file,cmd.exe
T1018,adfind.exe is an open source tool that extracts information from Active Directory.,Remote System Discovery,T1018,manual,file,adfind.exe
T1018,"AdFind.exe was executed using the previously noted batch script, which was crafted to pass the utility a series of commands that were used to collect information about Active Directory users, systems, OUs, subnets, groups, and trust objects.",Remote System Discovery,T1018,manual,file,AdFind.exe
T1018,The arp.exe command is used to display and modify entries in the Address Resolution Protocol (ARP) cache. Adversaries may attempt to use the command to discover remote systems they could compromise.,Remote System Discovery,T1018,manual,file,arp.exe
T1018,"Finally, the loader spawns cmd.exe to perform a series of reconnaissance commands to obtain information about the network and domain.",Remote System Discovery,T1018,manual,file,cmd.exe
T1018,"These new processes will first spawn a net.exe processing with the view argument to gather a list of network accessible hosts. For each host, BitPaymer spawns another net.exe process with command net view <host> using the newly discovered host as a parameter.",Remote System Discovery,T1018,manual,file,net.exe
T1018,"Once on the domain controller, the threat actors used the batch scripts “dc.bat” and “dit.bat” to enumerate hosts, users, and additional information about the environment.",Remote System Discovery,T1018,manual,file,dc.bat
T1018,"Once on the domain controller, the threat actors used the batch scripts “dc.bat” and “dit.bat” to enumerate hosts, users, and additional information about the environment.",Remote System Discovery,T1018,manual,file,dit.bat
T1018,"Once on the network, the attackers engaged in network reconnaissance and retrieved a list of trusted domains and a list of domain controllers with the following commands: nltest.exe /domain_trusts",Remote System Discovery,T1018,manual,file,nltest.exe
T1018,"For the Discovery step, the attackers used command line tools like tasklist.exe, ipconfig.exe, systeminfo.exe and netstat. exe, executed from batch files, mapping the internal network and gaining information about the systems from that institution.",Remote System Discovery,T1018,manual,file,tasklist.exe
T1018,"For the Discovery step, the attackers used command line tools like tasklist.exe, ipconfig.exe, systeminfo.exe and netstat. exe, executed from batch files, mapping the internal network and gaining information about the systems from that institution.",Remote System Discovery,T1018,manual,file,ipconfig.exe
T1018,"For the Discovery step, the attackers used command line tools like tasklist.exe, ipconfig.exe, systeminfo.exe and netstat. exe, executed from batch files, mapping the internal network and gaining information about the systems from that institution.",Remote System Discovery,T1018,manual,file,systeminfo.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,tasklist.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,ping.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,netstat.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,net.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,systeminfo.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,ipconfig.exe
T1018,"They utilised Windows commands in order to enumerate and conduct reconnaissance activities such as tasklist.exe, ping.exe, netstat.exe, net.exe, systeminfo.exe, ipconfig.exe and bcp.exe.",Remote System Discovery,T1018,manual,file,bcp.exe
